Ammonia, Redlich-Kwong eos, values of parameters a and b are close to those in Table 12
rk
1. 0.001
temp  250.000 K
    1.27522546012270E+01    1.19964235249882E+03
    1.26744969512195E+01    1.20726040984804E+03
    1.25976818181818E+01    1.21392360209929E+03
    1.25217921686747E+01    1.22229902618027E+03
    1.24468113772455E+01    1.22835903179327E+03
    1.23727232142857E+01    1.23655925329671E+03
    1.22995118343195E+01    1.24295222835283E+03
    1.22271617647059E+01    1.25036232001885E+03
    1.21556578947368E+01    1.25794512425893E+03
    1.20849854651163E+01    1.26497156281471E+03
    1.20151300578035E+01    1.27248792704205E+03
    1.19460775862069E+01    1.27943609006612E+03
    1.18778142857143E+01    1.28674481246190E+03
    1.18103267045455E+01    1.29337961714774E+03
    1.17436016949153E+01    1.30141814468413E+03
    1.16776264044944E+01    1.30854422222031E+03
    1.16123882681564E+01    1.31594591867341E+03
    1.15478750000000E+01    1.32305020239968E+03
    1.14840745856354E+01    1.33002028968764E+03
    1.14209752747253E+01    1.33762213466767E+03
    1.13585655737705E+01    1.34469613158258E+03
    1.12968342391304E+01    1.35147090887533E+03
    1.12357702702703E+01    1.35873319799580E+03
    1.11753629032258E+01    1.36642803023567E+03
    1.11156016042781E+01    1.37261756938259E+03
    1.10564760638298E+01    1.37986199912122E+03
    1.09979761904762E+01    1.38780724054199E+03
    1.09400921052632E+01    1.39396601498634E+03
    1.08828141361257E+01    1.40207910088492E+03
    1.08261328125000E+01    1.40824228966223E+03
    1.07700388601036E+01    1.41655599673841E+03
    1.07145231958763E+01    1.42348730302693E+03
    1.06595769230769E+01    1.43091811156714E+03
    1.06051913265306E+01    1.43735337600498E+03
    1.05513578680203E+01    1.44522212802573E+03
    1.04980681818182E+01    1.45237485765417E+03
    1.04453140703518E+01    1.45945356466461E+03
    1.03930875000000E+01    1.46639072049540E+03
    1.03413805970149E+01    1.47407769751488E+03
    1.02901856435644E+01    1.48105554752750E+03
    1.02394950738916E+01    1.48770424688790E+03
    1.01893014705882E+01    1.49478625040371E+03
    1.01395975609756E+01    1.50123361460078E+03
    1.00903762135922E+01    1.50973425893302E+03
    1.00416304347826E+01    1.51691279384906E+03
    9.99335336538461E+00    1.52413379042745E+03
    9.94553827751196E+00    1.53126413034435E+03
    9.89817857142857E+00    1.53747221904287E+03
    9.85126777251185E+00    1.54545800319178E+03
    9.80479952830189E+00    1.55163908822705E+03
    9.75876760563380E+00    1.55895711252993E+03
    9.71316588785047E+00    1.56624913469944E+03
    9.66798837209302E+00    1.57325942243053E+03
    9.62322916666666E+00    1.57987599455347E+03
    9.57888248847926E+00    1.58783149754076E+03
    9.53494266055046E+00    1.59509433600396E+03
    9.49140410958904E+00    1.60254246895856E+03
    9.44826136363636E+00    1.60905592875767E+03
    9.40550904977376E+00    1.61642753582546E+03
    9.36314189189189E+00    1.62394386097457E+03
    9.32115470852018E+00    1.63076621101459E+03
    9.27954241071428E+00    1.63811953230489E+03
    9.23830000000000E+00    1.64539502430200E+03
    9.19742256637168E+00    1.65164269146435E+03
    9.15690528634361E+00    1.65925762167180E+03
    9.11674342105263E+00    1.66689259795774E+03
    9.07693231441048E+00    1.67326187840935E+03
    9.03746739130435E+00    1.68020964750193E+03
    8.99834415584415E+00    1.68779886319401E+03
    8.95955818965517E+00    1.69448418425418E+03
    8.92110515021459E+00    1.70129040855660E+03
    8.88298076923077E+00    1.70937879026495E+03
    8.84518085106383E+00    1.71660283150267E+03
    8.80770127118644E+00    1.72334229033021E+03
    8.77053797468354E+00    1.72944203300320E+03
    8.73368697478992E+00    1.73766242249937E+03
    8.69714435146443E+00    1.74453568578807E+03
    8.66090625000000E+00    1.75066563512678E+03
    8.62496887966805E+00    1.75916245195346E+03
    8.58932851239669E+00    1.76629451377435E+03
    8.55398148148148E+00    1.77187509473423E+03
    8.51892418032787E+00    1.78036606065851E+03
    8.48415306122449E+00    1.78617053641663E+03
    8.44966463414634E+00    1.79419295921836E+03
    8.41545546558704E+00    1.80146738245406E+03
    8.38152217741935E+00    1.80772854756105E+03
    8.34786144578313E+00    1.81531951815575E+03
    8.31447000000000E+00    1.82180704561937E+03
    8.28134462151394E+00    1.82954924196682E+03
    8.24848214285714E+00    1.83665524218997E+03
    8.21587944664032E+00    1.84409764711688E+03
    8.18353346456693E+00    1.85036719142316E+03
    8.15144117647059E+00    1.85803591066581E+03
    8.11959960937500E+00    1.86475164927550E+03
    8.08800583657587E+00    1.87226100668262E+03
    8.05665697674419E+00    1.87873700208033E+03
    8.02555019305019E+00    1.88498399171467E+03
    7.99468269230769E+00    1.89297680757770E+03
    7.96405172413793E+00    1.90074672880868E+03
    7.93365458015267E+00    1.90743951327535E+03
    7.90348859315589E+00    1.91406028262997E+03
    7.87355113636364E+00    1.92179945854362E+03
    7.84383962264151E+00    1.92910133964982E+03
    7.81435150375940E+00    1.93559746405993E+03
    7.78508426966292E+00    1.94287733714952E+03
    7.75603544776119E+00    1.94995511055461E+03
    7.72720260223048E+00    1.95693480209555E+03
    7.69858333333333E+00    1.96383812390626E+03
    7.67017527675277E+00    1.97133577495322E+03
    7.64197610294118E+00    1.97797479157562E+03
    7.61398351648352E+00    1.98441537498859E+03
    7.58619525547445E+00    1.99132527219101E+03
    7.55860909090909E+00    1.99881086220006E+03
    7.53122282608696E+00    2.00628835362667E+03
    7.50403429602888E+00    2.01185436012689E+03
    7.47704136690647E+00    2.01886579878483E+03
    7.45024193548387E+00    2.02573568597907E+03
    7.42363392857143E+00    2.03373777501591E+03
    7.39721530249110E+00    2.04020685232526E+03
    7.37098404255319E+00    2.04798696645431E+03
    7.34493816254417E+00    2.05392555946834E+03
    7.31907570422535E+00    2.06213243960351E+03
    7.29339473684210E+00    2.06816896494461E+03
    7.26789335664336E+00    2.07573727551001E+03
    7.24256968641115E+00    2.08192526026587E+03
    7.21742187500000E+00    2.09092300410755E+03
    7.19244809688581E+00    2.09689731669847E+03
    7.16764655172414E+00    2.10325831992382E+03
    7.14301546391752E+00    2.11069470151431E+03
    7.11855308219178E+00    2.11827537350020E+03
    7.09425767918089E+00    2.12414855515380E+03
    7.07012755102041E+00    2.13136362068056E+03
    7.04616101694915E+00    2.13870589194225E+03
    7.02235641891892E+00    2.14692709892089E+03
    6.99871212121212E+00    2.15329729382046E+03
    6.97522651006711E+00    2.15946559062401E+03
    6.95189799331104E+00    2.16796324831455E+03
    6.92872500000000E+00    2.17438084802735E+03
    6.90570598006644E+00    2.18098985044016E+03
    6.88283940397351E+00    2.18822592782935E+03
    6.86012376237624E+00    2.19451560742020E+03
    6.83755756578947E+00    2.20163911736253E+03
    6.81513934426229E+00    2.20795591398099E+03
    6.79286764705882E+00    2.21629387199852E+03
    6.77074104234528E+00    2.22379587442827E+03
    6.74875811688312E+00    2.23013552392157E+03
    6.72691747572815E+00    2.23624839367752E+03
    6.70521774193548E+00    2.24344970980343E+03
    6.68365755627010E+00    2.24992051586778E+03
    6.66223557692308E+00    2.25675256231063E+03
    6.64095047923323E+00    2.26496385240675E+03
    6.61980095541401E+00    2.27205507050408E+03
    6.59878571428571E+00    2.27839806343340E+03
    6.57790348101266E+00    2.28503546586723E+03
    6.55715299684543E+00    2.29359082792032E+03
    6.53653301886792E+00    2.29929082781094E+03
    6.51604231974922E+00    2.30675616761173E+03
    6.49567968750000E+00    2.31259849332603E+03
    6.47544392523364E+00    2.32124690243211E+03
    6.45533385093168E+00    2.32810816612297E+03
    6.43534829721362E+00    2.33537254047876E+03
    6.41548611111111E+00    2.34204583184292E+03
    6.39574615384615E+00    2.34758170415314E+03
    6.37612730061350E+00    2.35582188091991E+03
    6.35662844036697E+00    2.36206960680640E+03
    6.33724847560976E+00    2.36977767817665E+03
    6.31798632218845E+00    2.37692153799846E+03
    6.29884090909091E+00    2.38213143761085E+03
    6.27981117824773E+00    2.38906885766604E+03
    6.26089608433735E+00    2.39582931731895E+03
    6.24209459459459E+00    2.40438407889014E+03
    6.22340568862275E+00    2.40994166535531E+03
    6.20482835820895E+00    2.41826882720863E+03
    6.18636160714286E+00    2.42380154039569E+03
    6.16800445103858E+00    2.43244082988873E+03
    6.14975591715976E+00    2.43937797736356E+03
    6.13161504424779E+00    2.44430482032410E+03
    6.11358088235294E+00    2.45160757652740E+03
    6.09565249266862E+00    2.45816890801095E+03
    6.07782894736842E+00    2.46612817499491E+03
    6.06010932944606E+00    2.47245493637479E+03
    6.04249273255814E+00    2.47904041122313E+03
    6.02497826086957E+00    2.48688446480804E+03
    6.00756502890173E+00    2.49264500259499E+03
    5.99025216138329E+00    2.50173157433582E+03
    5.97303879310345E+00    2.50752448728030E+03
    5.95592406876791E+00    2.51377902374623E+03
    5.93890714285714E+00    2.52207218102334E+03
    5.92198717948718E+00    2.52938374025231E+03
    5.90516335227273E+00    2.53557133449559E+03
    5.88843484419263E+00    2.54173970386827E+03
    5.87180084745763E+00    2.54962869829447E+03
    5.85526056338028E+00    2.55513508412452E+03
    5.83881320224719E+00    2.56289706289204E+03
    5.82245798319328E+00    2.57035660046023E+03
    5.80619413407821E+00    2.57788621913034E+03
    5.79002089136490E+00    2.58277497912717E+03
    5.77393750000000E+00    2.59066028471796E+03
    5.75794321329640E+00    2.59700609535866E+03
    5.74203729281768E+00    2.60513324462944E+03
    5.72621900826446E+00    2.61021204235814E+03
    5.71048763736264E+00    2.61689754825288E+03
    5.69484246575342E+00    2.62597596253566E+03
    5.67928278688525E+00    2.63289358543482E+03
    5.66380790190736E+00    2.63936166141987E+03
    5.64841711956522E+00    2.64622838250635E+03
    5.63310975609756E+00    2.65168460093633E+03
    5.61788513513513E+00    2.65923712526968E+03
    5.60274258760108E+00    2.66613221721490E+03
    5.58768145161290E+00    2.67309689562845E+03
    5.57270107238606E+00    2.68021948337898E+03
    5.55780080213904E+00    2.68562308157594E+03
    5.54298000000000E+00    2.69480882901474E+03
    5.52823803191489E+00    2.69978695115583E+03
    5.51357427055703E+00    2.70879853552420E+03
    5.49898809523810E+00    2.71368618224920E+03
    5.48447889182058E+00    2.72178248637993E+03
    5.47004605263158E+00    2.72739884767440E+03
    5.45568897637795E+00    2.73370366553650E+03
    5.44140706806283E+00    2.74067296971800E+03
    5.42719973890339E+00    2.74931572898689E+03
    5.41306640625000E+00    2.75646089220658E+03
    5.39900649350649E+00    2.76358708617299E+03
    5.38501943005181E+00    2.76827645469864E+03
    5.37110465116279E+00    2.77508077668405E+03
    5.35726159793814E+00    2.78194603748305E+03
    5.34348971722365E+00    2.79068244112953E+03
    5.32978846153846E+00    2.79708862140326E+03
    5.31615728900256E+00    2.80411738718295E+03
    5.30259566326531E+00    2.80922952337311E+03
    5.28910305343511E+00    2.81666634214663E+03
    5.27567893401015E+00    2.82472592340528E+03
    5.26232278481013E+00    2.83078054872069E+03
    5.24903409090909E+00    2.83858838489780E+03
    5.23581234256927E+00    2.84367540492519E+03
    5.22265703517588E+00    2.85053704313245E+03
    5.20956766917293E+00    2.85865900828386E+03
    5.19654375000000E+00    2.86405153931395E+03
    5.18358478802992E+00    2.87099083288409E+03
    5.17069029850746E+00    2.87941908152213E+03
    5.15785980148883E+00    2.88648318774628E+03
    5.14509282178218E+00    2.89105667517624E+03
    5.13238888888889E+00    2.90034014951708E+03
    5.11974753694581E+00    2.90685504386072E+03
    5.10716830466830E+00    2.91307794708772E+03
    5.09465073529412E+00    2.92019920165400E+03
    5.08219437652812E+00    2.92695608809354E+03
    5.06979878048780E+00    2.93185418305059E+03
    5.05746350364964E+00    2.93961098762264E+03
    5.04518810679612E+00    2.94611147395569E+03
    5.03297215496368E+00    2.95425239799278E+03
    5.02081521739130E+00    2.96010982747919E+03
    5.00871686746988E+00    2.96656184276676E+03
    4.99667668269231E+00    2.97518953150178E+03
    4.98469424460432E+00    2.98175632527128E+03
    4.97276913875598E+00    2.98689872369874E+03
    4.96090095465394E+00    2.99379914304335E+03
    4.94908928571428E+00    3.00095922397538E+03
    4.93733372921615E+00    3.00844578436477E+03
    4.92563388625592E+00    3.01383531701554E+03
    4.91398936170213E+00    3.02281732117619E+03
    4.90239976415094E+00    3.02971852113726E+03
    4.89086470588235E+00    3.03457640807915E+03
    4.87938380281690E+00    3.04178700680423E+03
    4.86795667447307E+00    3.04949490375043E+03
    4.85658294392523E+00    3.05452393873014E+03
    4.84526223776224E+00    3.06205377428488E+03
    4.83399418604651E+00    3.07001142567483E+03
    4.82277842227378E+00    3.07488828261086E+03
    4.81161458333333E+00    3.08168563355250E+03
    4.80050230946882E+00    3.08952799002757E+03
    4.78944124423963E+00    3.09661575811863E+03
    4.77843103448276E+00    3.10254522102527E+03
    4.76747133027523E+00    3.11073768401696E+03
    4.75656178489702E+00    3.11532273257915E+03
    4.74570205479452E+00    3.12240213623317E+03
    4.73489179954442E+00    3.13114760946245E+03
    4.72413068181818E+00    3.13601030112327E+03
    4.71341836734694E+00    3.14411015680117E+03
    4.70275452488688E+00    3.15072049830668E+03
    4.69213882618510E+00    3.15639458403304E+03
    4.68157094594595E+00    3.16408581016851E+03
    4.67105056179775E+00    3.17063336394286E+03
    4.66057735426009E+00    3.17703005287690E+03
    4.65015100671141E+00    3.18365817458100E+03
    4.63977120535714E+00    3.18934557133930E+03
    4.62943763919822E+00    3.19858397470666E+03
    4.61915000000000E+00    3.20462669832834E+03
    4.60890798226164E+00    3.21004319253006E+03
    4.59871128318584E+00    3.21896104575887E+03
    4.58855960264901E+00    3.22353730681303E+03
    4.57845264317181E+00    3.23208224684625E+03
    4.56839010989011E+00    3.23763032461169E+03
    4.55837171052632E+00    3.24368368646526E+03
    4.54839715536105E+00    3.25010905778894E+03
    4.53846615720524E+00    3.25853379350762E+03
    4.52857843137255E+00    3.26387535196683E+03
    4.51873369565217E+00    3.27002956801492E+03
    4.50893167028200E+00    3.27966122856694E+03
    4.49917207792208E+00    3.28649929545175E+03
    4.48945464362851E+00    3.29217481079961E+03
    4.47977909482759E+00    3.29882149580918E+03
    4.47014516129032E+00    3.30406882919654E+03
    4.46055257510730E+00    3.31337939935362E+03
    4.45100107066381E+00    3.31942491894134E+03
    4.44149038461538E+00    3.32592878624419E+03
    4.43202025586354E+00    3.33159916492646E+03
    4.42259042553192E+00    3.33828061004990E+03
    4.41320063694267E+00    3.34402250106743E+03
    4.40385063559322E+00    3.35279973830379E+03
    4.39454016913319E+00    3.35959100702546E+03
    4.38526898734177E+00    3.36562450869465E+03
    4.37603684210526E+00    3.37304890382690E+03
    4.36684348739496E+00    3.37752112955791E+03
    4.35768867924528E+00    3.38413948120073E+03
    4.34857217573222E+00    3.39162586186834E+03
    4.33949373695198E+00    3.39936087802745E+03
    4.33045312500000E+00    3.40544591913847E+03
    4.32145010395010E+00    3.41126035103804E+03
    4.31248443983402E+00    3.41897359015184E+03
    4.30355590062112E+00    3.42711107407997E+03
    4.29466425619835E+00    3.43397075528913E+03
    4.28580927835052E+00    3.43746875805796E+03
    4.27699074074074E+00    3.44666344415878E+03
    4.26820841889117E+00    3.45339572440469E+03
    4.25946209016393E+00    3.45882661837044E+03
    4.25075153374233E+00    3.46416016380928E+03
    4.24207653061224E+00    3.47132886427328E+03
    4.23343686354379E+00    3.47747500123275E+03
    4.22483231707317E+00    3.48498548679158E+03
    4.21626267748479E+00    3.49304231393154E+03
    4.20772773279352E+00    3.49887258068906E+03
    4.19922727272727E+00    3.50662163787890E+03
    4.19076108870968E+00    3.51398765630554E+03
    4.18232897384306E+00    3.51769246432611E+03
    4.17393072289157E+00    3.52688887739973E+03
    4.16556613226453E+00    3.53367207719658E+03
    4.15723500000000E+00    3.53785175130326E+03
    4.14893712574850E+00    3.54572722269152E+03
    4.14067231075697E+00    3.55222541705773E+03
    4.13244035785288E+00    3.55927393536615E+03
    4.12424107142857E+00    3.56727378232676E+03
    4.11607425742574E+00    3.57357339445747E+03
    4.10793972332016E+00    3.57755447870344E+03
    4.09983727810651E+00    3.58584073669421E+03
    4.09176673228346E+00    3.59352173555978E+03
    4.08372789783890E+00    3.60080377097045E+03
    4.07572058823529E+00    3.60620792115243E+03
    4.06774461839530E+00    3.61334965621470E+03
    4.05979980468750E+00    3.62037523921538E+03
    4.05188596491228E+00    3.62647945237403E+03
    4.04400291828794E+00    3.63297035896257E+03
    4.03615048543689E+00    3.64041815544145E+03
    4.02832848837209E+00    3.64572498930022E+03
    4.02053675048356E+00    3.65307255792656E+03
    4.01277509652510E+00    3.65759093257259E+03
    4.00504335260116E+00    3.66595135358752E+03
    3.99734134615385E+00    3.67079462510362E+03
    3.98966890595010E+00    3.68011758219329E+03
    3.98202586206896E+00    3.68588274285277E+03
    3.97441204588910E+00    3.69235730270879E+03
    3.96682729007634E+00    3.70008752509197E+03
    3.95927142857143E+00    3.70344237237483E+03
    3.95174429657795E+00    3.71356466022240E+03
    3.94424573055028E+00    3.71721443568801E+03
    3.93677556818182E+00    3.72545931817549E+03
    3.92933364839319E+00    3.73175048612256E+03
    3.92191981132075E+00    3.73717490194463E+03
    3.91453389830508E+00    3.74470667187686E+03
    3.90717575187970E+00    3.75033155265932E+03
    3.89984521575985E+00    3.75832825974400E+03
    3.89254213483146E+00    3.76521771581135E+03
    3.88526635514019E+00    3.77107172532214E+03
    3.87801772388060E+00    3.77913534524559E+03
    3.87079608938547E+00    3.78422199221547E+03
    3.86360130111524E+00    3.79076494059237E+03
    3.85643320964749E+00    3.79849937151769E+03
    3.84929166666667E+00    3.80537806685798E+03
    3.84217652495379E+00    3.80972822876560E+03
    3.83508763837638E+00    3.81836925547736E+03
    3.82802486187845E+00    3.82227996096219E+03
    3.82098805147059E+00    3.82894848671670E+03
    3.81397706422018E+00    3.83827009723128E+03
    3.80699175824176E+00    3.84268324685393E+03
    3.80003199268739E+00    3.85077588313064E+03
    3.79309762773723E+00    3.85608617709127E+03
    3.78618852459016E+00    3.86528466683186E+03
    3.77930454545454E+00    3.87130328155794E+03
    3.77244555353902E+00    3.87529545300309E+03
    3.76561141304348E+00    3.88416240392323E+03
    3.75880198915009E+00    3.88879946190638E+03
    3.75201714801444E+00    3.89655127447932E+03
    3.74525675675676E+00    3.90265758008933E+03
    3.73852068345324E+00    3.90763633461954E+03
    3.73180879712747E+00    3.91761193118276E+03
    3.72512096774194E+00    3.92234525222651E+03
    3.71845706618962E+00    3.92875017984574E+03
    3.71181696428571E+00    3.93737708351136E+03
    3.70520053475936E+00    3.94355601888632E+03
    3.69860765124555E+00    3.94984826536934E+03
    3.69203818827709E+00    3.95368525087351E+03
    3.68549202127660E+00    3.96025942231509E+03
    3.67896902654867E+00    3.96755613157631E+03
    3.67246908127208E+00    3.97669165593198E+03
    3.66599206349206E+00    3.98347776163403E+03
    3.65953785211268E+00    3.98812821789320E+03
    3.65310632688928E+00    3.99483218514561E+03
    3.64669736842105E+00    4.00142887523184E+03
    3.64031085814361E+00    4.00896319437623E+03
    3.63394667832168E+00    4.01297877588972E+03
    3.62760471204188E+00    4.02105076023540E+03
    3.62128484320557E+00    4.02761554792000E+03
    3.61498695652174E+00    4.03478226381472E+03
    3.60871093750000E+00    4.03936156384359E+03
    3.60245667244367E+00    4.04678418843846E+03
    3.59622404844291E+00    4.05473239386132E+03
    3.59001295336788E+00    4.05919509001953E+03
    3.58382327586207E+00    4.06508652054787E+03
    3.57765490533563E+00    4.07476570806309E+03
    3.57150773195876E+00    4.07852679822526E+03
    3.56538164665523E+00    4.08758842270885E+03
    3.55927654109589E+00    4.09220005019755E+03
    3.55319230769231E+00    4.10049321205871E+03
    3.54712883959044E+00    4.10724237085096E+03
    3.54108603066439E+00    4.11099633290144E+03
    3.53506377551020E+00    4.11905343760862E+03
    3.52906196943973E+00    4.12499861565548E+03
    3.52308050847458E+00    4.13207449751352E+03
    3.51711928934010E+00    4.13692408652875E+03
    3.51117820945946E+00    4.14329811707268E+03
    3.50525716694772E+00    4.15190660378239E+03
    3.49935606060606E+00    4.15815775188083E+03
    3.49347478991597E+00    4.16433534569567E+03
    3.48761325503356E+00    4.17150242973114E+03
    3.48177135678392E+00    4.17801808809500E+03
    3.47594899665552E+00    4.18389547710878E+03
    3.47014607679466E+00    4.19073797670181E+03
    3.46436250000000E+00    4.19634657496898E+03
    3.45859816971714E+00    4.20373402238299E+03
    3.45285299003322E+00    4.20917280095612E+03
    3.44712686567164E+00    4.21754837954715E+03
    3.44141970198675E+00    4.22220676830552E+03
    3.43573140495868E+00    4.22804106198233E+03
    3.43006188118812E+00    4.23567491444713E+03
    3.42441103789127E+00    4.24360037944000E+03
    3.41877878289474E+00    4.24889254768994E+03
    3.41316502463054E+00    4.25458623510275E+03
    3.40756967213115E+00    4.26156649757531E+03
    3.40199263502455E+00    4.26709451994709E+03
    3.39643382352941E+00    4.27475339847878E+03
